股票代码,股票名称,生效日期,失效日期
002415,海康威视,2018-06-11,2018-06-29
002450,康得新,2018-06-11,2018-06-29
002456,欧菲科技,2018-06-11,2018-06-29
002460,赣锋锂业,2018-06-11,2018-06-29
002466,天齐锂业,2018-06-11,2018-06-29
002468,申通快递,2018-06-11,2018-06-29
002470,金正大,2018-06-11,2018-06-29
002475,立讯精密,2018-06-11,2018-06-29
002493,荣盛石化,2018-06-11,2018-06-29
002500,山西证券,2018-06-11,2018-06-29
002508,老板电器,2018-06-11,2018-06-29
002555,三七互娱,2018-06-11,2018-06-29
002558,巨人网络,2018-06-11,2018-06-29
002572,索菲亚,2018-06-11,2018-06-29
002594,比亚迪,2018-06-11,2018-06-29
002601,龙蟒佰利,2018-06-11,2018-06-29
002602,世纪华通,2018-06-11,2018-06-29
002608,江苏国信,2018-06-11,2018-06-29
002624,完美世界,2018-06-11,2018-06-29
002625,光启技术,2018-06-11,2018-06-29
002673,西部证券,2018-06-11,2018-06-29
002714,牧原股份,2018-06-11,2018-06-29
002736,国信证券,2018-06-11,2018-06-29
002739,万达电影,2018-06-11,2018-06-29
002797,第一创业,2018-06-11,2018-06-29
002925,盈趣科技,2018-06-11,2018-06-29
300003,乐普医疗,2018-06-11,2018-06-29
300015,爱尔眼科,2018-06-11,2018-06-29
300017,网宿科技,2018-06-11,2018-06-29
300024,机器人,2018-06-11,2018-06-29
300027,华谊兄弟,2018-06-11,2018-06-29
300033,同花顺,2018-06-11,2018-06-29
300059,东方财富,2018-06-11,2018-06-29
300070,碧水源,2018-06-11,2018-06-29
300072,三聚环保,2018-06-11,2018-06-29
300122,智飞生物,2018-06-11,2018-06-29
300124,汇川技术,2018-06-11,2018-06-29
300136,信维通信,2018-06-11,2018-06-29
300144,宋城演艺,2018-06-11,2018-06-29
300251,光线传媒,2018-06-11,2018-06-29
300408,三环集团,2018-06-11,2018-06-29
300433,蓝思科技,2018-06-11,2018-06-29
600000,浦发银行,2018-06-11,2018-06-29
600008,首创股份,2018-06-11,2018-06-29
600009,上海机场,2018-06-11,2018-06-29
600010,包钢股份,2018-06-11,2018-06-29
600011,华能国际,2018-06-11,2018-06-29
600015,华夏银行,2018-06-11,2018-06-29
600016,民生银行,2018-06-11,2018-06-29
600018,上港集团,2018-06-11,2018-06-29
600019,宝钢股份,2018-06-11,2018-06-29
600023,浙能电力,2018-06-11,2018-06-29
600025,华能水电,2018-06-11,2018-06-29
600028,中国石化,2018-06-11,2018-06-29
600029,南方航空,2018-06-11,2018-06-29
600030,中信证券,2018-06-11,2018-06-29
600031,三一重工,2018-06-11,2018-06-29
600036,招商银行,2018-06-11,2018-06-29
600038,中直股份,2018-06-11,2018-06-29
600048,保利地产,2018-06-11,2018-06-29
600050,中国联通,2018-06-11,2018-06-29
600061,国投资本,2018-06-11,2018-06-29
600066,宇通客车,2018-06-11,2018-06-29
600068,葛洲坝,2018-06-11,2018-06-29
600085,同仁堂,2018-06-11,2018-06-29
600089,特变电工,2018-06-11,2018-06-29
600100,同方股份,2018-06-11,2018-06-29
600104,上汽集团,2018-06-11,2018-06-29
600109,国金证券,2018-06-11,2018-06-29
600111,北方稀土,2018-06-11,2018-06-29
600115,东方航空,2018-06-11,2018-06-29
600118,中国卫星,2018-06-11,2018-06-29
600153,建发股份,2018-06-11,2018-06-29
600157,永泰能源,2018-06-11,2018-06-29
600170,上海建工,2018-06-11,2018-06-29
600176,中国巨石,2018-06-11,2018-06-29
600177,雅戈尔,2018-06-11,2018-06-29
600188,兖州煤业,2018-06-11,2018-06-29
600196,复星医药,2018-06-11,2018-06-29
600208,新湖中宝,2018-06-11,2018-06-29
600219,南山铝业,2018-06-11,2018-06-29
600221,海航控股,2018-06-11,2018-06-29
600233,圆通速递,2018-06-11,2018-06-29
600271,航天信息,2018-06-11,2018-06-29
600276,恒瑞医药,2018-06-11,2018-06-29
600297,广汇汽车,2018-06-11,2018-06-29
600309,万华化学,2018-06-11,2018-06-29
600332,白云山,2018-06-11,2018-06-29
600339,中油工程,2018-06-11,2018-06-29
600340,华夏幸福,2018-06-11,2018-06-29
600346,恒力股份,2018-06-11,2018-06-29
600352,浙江龙盛,2018-06-11,2018-06-29
600362,江西铜业,2018-06-11,2018-06-29
600369,西南证券,2018-06-11,2018-06-29
600372,中航电子,2018-06-11,2018-06-29
600373,中文传媒,2018-06-11,2018-06-29
600376,首开股份,2018-06-11,2018-06-29
600383,金地集团,2018-06-11,2018-06-29
600390,五矿资本,2018-06-11,2018-06-29
600398,海澜之家,2018-06-11,2018-06-29
600406,国电南瑞,2018-06-11,2018-06-29
600415,小商品城,2018-06-11,2018-06-29
600436,片仔癀,2018-06-11,2018-06-29
600438,通威股份,2018-06-11,2018-06-29
600482,中国动力,2018-06-11,2018-06-29
600487,亨通光电,2018-06-11,2018-06-29
600489,中金黄金,2018-06-11,2018-06-29
600498,烽火通信,2018-06-11,2018-06-29
600516,方大炭素,2018-06-11,2018-06-29
600518,康美药业,2018-06-11,2018-06-29
600519,贵州茅台,2018-06-11,2018-06-29
600522,中天科技,2018-06-11,2018-06-29
600535,天士力,2018-06-11,2018-06-29
600547,山东黄金,2018-06-11,2018-06-29
600549,厦门钨业,2018-06-11,2018-06-29
600570,恒生电子,2018-06-11,2018-06-29
600583,海油工程,2018-06-11,2018-06-29
600585,海螺水泥,2018-06-11,2018-06-29
600588,用友网络,2018-06-11,2018-06-29
600606,绿地控股,2018-06-11,2018-06-29
600637,东方明珠,2018-06-11,2018-06-29
600660,福耀玻璃,2018-06-11,2018-06-29
600663,陆家嘴,2018-06-11,2018-06-29
600674,川投能源,2018-06-11,2018-06-29
600682,南京新百,2018-06-11,2018-06-29
600688,上海石化,2018-06-11,2018-06-29
600690,青岛海尔,2018-06-11,2018-06-29
600703,三安光电,2018-06-11,2018-06-29
600704,物产中大,2018-06-11,2018-06-29
600705,中航资本,2018-06-11,2018-06-29
600739,辽宁成大,2018-06-11,2018-06-29
600741,华域汽车,2018-06-11,2018-06-29
600795,国电电力,2018-06-11,2018-06-29
600804,鹏博士,2018-06-11,2018-06-29
600809,山西汾酒,2018-06-11,2018-06-29
600816,安信信托,2018-06-11,2018-06-29
600820,隧道股份,2018-06-11,2018-06-29
600837,海通证券,2018-06-11,2018-06-29
600867,通化东宝,2018-06-11,2018-06-29
600886,国投电力,2018-06-11,2018-06-29
600887,伊利股份,2018-06-11,2018-06-29
600893,航发动力,2018-06-11,2018-06-29
600900,长江电力,2018-06-11,2018-06-29
600909,华安证券,2018-06-11,2018-06-29
600919,江苏银行,2018-06-11,2018-06-29
600926,杭州银行,2018-06-11,2018-06-29
600958,东方证券,2018-06-11,2018-06-29
600959,江苏有线,2018-06-11,2018-06-29
600977,中国电影,2018-06-11,2018-06-29
600999,招商证券,2018-06-11,2018-06-29
601006,大秦铁路,2018-06-11,2018-06-29
601009,南京银行,2018-06-11,2018-06-29
601012,隆基股份,2018-06-11,2018-06-29
601018,宁波港,2018-06-11,2018-06-29
601021,春秋航空,2018-06-11,2018-06-29
601088,中国神华,2018-06-11,2018-06-29
601099,太平洋,2018-06-11,2018-06-29
601108,财通证券,2018-06-11,2018-06-29
601111,中国国航,2018-06-11,2018-06-29
601117,中国化学,2018-06-11,2018-06-29
601155,新城控股,2018-06-11,2018-06-29
601166,兴业银行,2018-06-11,2018-06-29
601169,北京银行,2018-06-11,2018-06-29
601186,中国铁建,2018-06-11,2018-06-29
601198,东兴证券,2018-06-11,2018-06-29
601211,国泰君安,2018-06-11,2018-06-29
601212,白银有色,2018-06-11,2018-06-29
601216,君正集团,2018-06-11,2018-06-29
601225,陕西煤业,2018-06-11,2018-06-29
601228,广州港,2018-06-11,2018-06-29
601229,上海银行,2018-06-11,2018-06-29
601238,广汽集团,2018-06-11,2018-06-29
601288,农业银行,2018-06-11,2018-06-29
601318,中国平安,2018-06-11,2018-06-29
601328,交通银行,2018-06-11,2018-06-29
601333,广深铁路,2018-06-11,2018-06-29
601336,新华保险,2018-06-11,2018-06-29
601360,三六零,2018-06-11,2018-06-29
601377,兴业证券,2018-06-11,2018-06-29
601390,中国中铁,2018-06-11,2018-06-29
601398,工商银行,2018-06-11,2018-06-29
601555,东吴证券,2018-06-11,2018-06-29
601600,中国铝业,2018-06-11,2018-06-29
601601,中国太保,2018-06-11,2018-06-29
601607,上海医药,2018-06-11,2018-06-29
601611,中国核建,2018-06-11,2018-06-29
601618,中国中冶,2018-06-11,2018-06-29
601628,中国人寿,2018-06-11,2018-06-29
601633,长城汽车,2018-06-11,2018-06-29
601668,中国建筑,2018-06-11,2018-06-29
601669,中国电建,2018-06-11,2018-06-29
601688,华泰证券,2018-06-11,2018-06-29
601718,际华集团,2018-06-11,2018-06-29
601727,上海电气,2018-06-11,2018-06-29
601766,中国中车,2018-06-11,2018-06-29
601788,光大证券,2018-06-11,2018-06-29
601800,中国交建,2018-06-11,2018-06-29
601808,中海油服,2018-06-11,2018-06-29
601818,光大银行,2018-06-11,2018-06-29
601828,美凯龙,2018-06-11,2018-06-29
601838,成都银行,2018-06-11,2018-06-29
601857,中国石油,2018-06-11,2018-06-29
601866,中远海发,2018-06-11,2018-06-29
601877,正泰电器,2018-06-11,2018-06-29
601878,浙商证券,2018-06-11,2018-06-29
601881,中国银河,2018-06-11,2018-06-29
601888,中国国旅,2018-06-11,2018-06-29
601898,中煤能源,2018-06-11,2018-06-29
601899,紫金矿业,2018-06-11,2018-06-29
601901,方正证券,2018-06-11,2018-06-29
601919,中远海控,2018-06-11,2018-06-29
601933,永辉超市,2018-06-11,2018-06-29
601939,建设银行,2018-06-11,2018-06-29
601958,金钼股份,2018-06-11,2018-06-29
601985,中国核电,2018-06-11,2018-06-29
601988,中国银行,2018-06-11,2018-06-29
601989,中国重工,2018-06-11,2018-06-29
601991,大唐发电,2018-06-11,2018-06-29
601992,金隅集团,2018-06-11,2018-06-29
601997,贵阳银行,2018-06-11,2018-06-29
601998,中信银行,2018-06-11,2018-06-29
603160,汇顶科技,2018-06-11,2018-06-29
603260,合盛硅业,2018-06-11,2018-06-29
603288,海天味业,2018-06-11,2018-06-29
603799,华友钴业,2018-06-11,2018-06-29
603833,欧派家居,2018-06-11,2018-06-29
603858,步长制药,2018-06-11,2018-06-29
603993,洛阳钼业,2018-06-11,2018-06-29
000001,平安银行,2018-07-02,2018-07-31
000002,万科A,2018-07-02,2018-07-31
000060,中金岭南,2018-07-02,2018-07-31
000063,中兴通讯,2018-07-02,2018-07-31
000069,华侨城A,2018-07-02,2018-07-31
000100,TCL集团,2018-07-02,2018-07-31
000157,中联重科,2018-07-02,2018-07-31
000166,申万宏源,2018-07-02,2018-07-31
000333,美的集团,2018-07-02,2018-07-31
000338,潍柴动力,2018-07-02,2018-07-31
000402,金融街,2018-07-02,2018-07-31
000413,东旭光电,2018-07-02,2018-07-31
000415,渤海金控,2018-07-02,2018-07-31
000423,东阿阿胶,2018-07-02,2018-07-31
000425,徐工机械,2018-07-02,2018-07-31
000503,国新健康,2018-07-02,2018-07-31
000538,云南白药,2018-07-02,2018-07-31
000540,中天金融,2018-07-02,2018-07-31
000559,万向钱潮,2018-07-02,2018-07-31
000568,泸州老窖,2018-07-02,2018-07-31
000623,吉林敖东,2018-07-02,2018-07-31
000625,长安汽车,2018-07-02,2018-07-31
000627,天茂集团,2018-07-02,2018-07-31
000630,铜陵有色,2018-07-02,2018-07-31
000651,格力电器,2018-07-02,2018-07-31
000671,阳光城,2018-07-02,2018-07-31
000709,河钢股份,2018-07-02,2018-07-31
000723,美锦能源,2018-07-02,2018-07-31
000725,京东方A,2018-07-02,2018-07-31
000728,国元证券,2018-07-02,2018-07-31
000768,中航飞机,2018-07-02,2018-07-31
000776,广发证券,2018-07-02,2018-07-31
000783,长江证券,2018-07-02,2018-07-31
000786,北新建材,2018-07-02,2018-07-31
000792,盐湖股份,2018-07-02,2018-07-31
000826,启迪桑德,2018-07-02,2018-07-31
000839,中信国安,2018-07-02,2018-07-31
000858,五粮液,2018-07-02,2018-07-31
000876,新希望,2018-07-02,2018-07-31
000895,双汇发展,2018-07-02,2018-07-31
000898,鞍钢股份,2018-07-02,2018-07-31
000938,紫光股份,2018-07-02,2018-07-31
000959,首钢股份,2018-07-02,2018-07-31
000961,中南建设,2018-07-02,2018-07-31
000963,华东医药,2018-07-02,2018-07-31
000983,西山煤电,2018-07-02,2018-07-31
001965,招商公路,2018-07-02,2018-07-31
001979,招商蛇口,2018-07-02,2018-07-31
002007,华兰生物,2018-07-02,2018-07-31
002008,大族激光,2018-07-02,2018-07-31
002024,苏宁易购,2018-07-02,2018-07-31
002027,分众传媒,2018-07-02,2018-07-31
002044,美年健康,2018-07-02,2018-07-31
002050,三花智控,2018-07-02,2018-07-31
002065,东华软件,2018-07-02,2018-07-31
002074,国轩高科,2018-07-02,2018-07-31
002081,金螳螂,2018-07-02,2018-07-31
002085,万丰奥威,2018-07-02,2018-07-31
002142,宁波银行,2018-07-02,2018-07-31
002146,荣盛发展,2018-07-02,2018-07-31
002153,石基信息,2018-07-02,2018-07-31
002202,金风科技,2018-07-02,2018-07-31
002230,科大讯飞,2018-07-02,2018-07-31
002236,大华股份,2018-07-02,2018-07-31
002241,歌尔股份,2018-07-02,2018-07-31
002252,上海莱士,2018-07-02,2018-07-31
002294,信立泰,2018-07-02,2018-07-31
002304,洋河股份,2018-07-02,2018-07-31
002310,东方园林,2018-07-02,2018-07-31
002352,顺丰控股,2018-07-02,2018-07-31
002385,大北农,2018-07-02,2018-07-31
002411,必康股份,2018-07-02,2018-07-31
002415,海康威视,2018-07-02,2018-07-31
002450,康得新,2018-07-02,2018-07-31
002456,欧菲科技,2018-07-02,2018-07-31
002460,赣锋锂业,2018-07-02,2018-07-31
002466,天齐锂业,2018-07-02,2018-07-31
002468,申通快递,2018-07-02,2018-07-31
002470,金正大,2018-07-02,2018-07-31
002475,立讯精密,2018-07-02,2018-07-31
002493,荣盛石化,2018-07-02,2018-07-31
002500,山西证券,2018-07-02,2018-07-31
002508,老板电器,2018-07-02,2018-07-31
002555,三七互娱,2018-07-02,2018-07-31
002558,巨人网络,2018-07-02,2018-07-31
002572,索菲亚,2018-07-02,2018-07-31
002594,比亚迪,2018-07-02,2018-07-31
002601,龙蟒佰利,2018-07-02,2018-07-31
002602,世纪华通,2018-07-02,2018-07-31
002608,江苏国信,2018-07-02,2018-07-31
002624,完美世界,2018-07-02,2018-07-31
002625,光启技术,2018-07-02,2018-07-31
002673,西部证券,2018-07-02,2018-07-31
002714,牧原股份,2018-07-02,2018-07-31
002736,国信证券,2018-07-02,2018-07-31
002739,万达电影,2018-07-02,2018-07-31
002797,第一创业,2018-07-02,2018-07-31
002925,盈趣科技,2018-07-02,2018-07-31
300003,乐普医疗,2018-07-02,2018-07-31
300015,爱尔眼科,2018-07-02,2018-07-31
300017,网宿科技,2018-07-02,2018-07-31
300024,机器人,2018-07-02,2018-07-31
300027,华谊兄弟,2018-07-02,2018-07-31
300033,同花顺,2018-07-02,2018-07-31
300059,东方财富,2018-07-02,2018-07-31
300070,碧水源,2018-07-02,2018-07-31
300072,三聚环保,2018-07-02,2018-07-31
300122,智飞生物,2018-07-02,2018-07-31
300124,汇川技术,2018-07-02,2018-07-31
300136,信维通信,2018-07-02,2018-07-31
300144,宋城演艺,2018-07-02,2018-07-31
300251,光线传媒,2018-07-02,2018-07-31
300408,三环集团,2018-07-02,2018-07-31
300433,蓝思科技,2018-07-02,2018-07-31
600000,浦发银行,2018-07-02,2018-07-31
600008,首创股份,2018-07-02,2018-07-31
600009,上海机场,2018-07-02,2018-07-31
600010,包钢股份,2018-07-02,2018-07-31
600011,华能国际,2018-07-02,2018-07-31
600015,华夏银行,2018-07-02,2018-07-31
600016,民生银行,2018-07-02,2018-07-31
600018,上港集团,2018-07-02,2018-07-31
600019,宝钢股份,2018-07-02,2018-07-31
600023,浙能电力,2018-07-02,2018-07-31
600025,华能水电,2018-07-02,2018-07-31
600028,中国石化,2018-07-02,2018-07-31
600029,南方航空,2018-07-02,2018-07-31
600030,中信证券,2018-07-02,2018-07-31
600031,三一重工,2018-07-02,2018-07-31
600036,招商银行,2018-07-02,2018-07-31
600038,中直股份,2018-07-02,2018-07-31
600048,保利地产,2018-07-02,2018-07-31
600050,中国联通,2018-07-02,2018-07-31
600061,国投资本,2018-07-02,2018-07-31
600066,宇通客车,2018-07-02,2018-07-31
600068,葛洲坝,2018-07-02,2018-07-31
600085,同仁堂,2018-07-02,2018-07-31
600089,特变电工,2018-07-02,2018-07-31
600100,同方股份,2018-07-02,2018-07-31
600104,上汽集团,2018-07-02,2018-07-31
600109,国金证券,2018-07-02,2018-07-31
600111,北方稀土,2018-07-02,2018-07-31
600115,东方航空,2018-07-02,2018-07-31
600118,中国卫星,2018-07-02,2018-07-31
600153,建发股份,2018-07-02,2018-07-31
600157,永泰能源,2018-07-02,2018-07-31
600170,上海建工,2018-07-02,2018-07-31
600176,中国巨石,2018-07-02,2018-07-31
600177,雅戈尔,2018-07-02,2018-07-31
600188,兖州煤业,2018-07-02,2018-07-31
600196,复星医药,2018-07-02,2018-07-31
600208,新湖中宝,2018-07-02,2018-07-31
600219,南山铝业,2018-07-02,2018-07-31
600221,海航控股,2018-07-02,2018-07-31
600233,圆通速递,2018-07-02,2018-07-31
600271,航天信息,2018-07-02,2018-07-31
600276,恒瑞医药,2018-07-02,2018-07-31
600297,广汇汽车,2018-07-02,2018-07-31
600309,万华化学,2018-07-02,2018-07-31
600332,白云山,2018-07-02,2018-07-31
600339,中油工程,2018-07-02,2018-07-31
600340,华夏幸福,2018-07-02,2018-07-31
600346,恒力股份,2018-07-02,2018-07-31
600352,浙江龙盛,2018-07-02,2018-07-31
600362,江西铜业,2018-07-02,2018-07-31
600369,西南证券,2018-07-02,2018-07-31
600372,中航电子,2018-07-02,2018-07-31
600373,中文传媒,2018-07-02,2018-07-31
600376,首开股份,2018-07-02,2018-07-31
600383,金地集团,2018-07-02,2018-07-31
600390,五矿资本,2018-07-02,2018-07-31
600398,海澜之家,2018-07-02,2018-07-31
600406,国电南瑞,2018-07-02,2018-07-31
600415,小商品城,2018-07-02,2018-07-31
600436,片仔癀,2018-07-02,2018-07-31
600438,通威股份,2018-07-02,2018-07-31
600482,中国动力,2018-07-02,2018-07-31
600487,亨通光电,2018-07-02,2018-07-31
600489,中金黄金,2018-07-02,2018-07-31
600498,烽火通信,2018-07-02,2018-07-31
600516,方大炭素,2018-07-02,2018-07-31
600518,康美药业,2018-07-02,2018-07-31
600519,贵州茅台,2018-07-02,2018-07-31
600522,中天科技,2018-07-02,2018-07-31
600535,天士力,2018-07-02,2018-07-31
600547,山东黄金,2018-07-02,2018-07-31
600549,厦门钨业,2018-07-02,2018-07-31
600570,恒生电子,2018-07-02,2018-07-31
600583,海油工程,2018-07-02,2018-07-31
600585,海螺水泥,2018-07-02,2018-07-31
600588,用友网络,2018-07-02,2018-07-31
600606,绿地控股,2018-07-02,2018-07-31
600637,东方明珠,2018-07-02,2018-07-31
600660,福耀玻璃,2018-07-02,2018-07-31
600663,陆家嘴,2018-07-02,2018-07-31
600674,川投能源,2018-07-02,2018-07-31
600682,南京新百,2018-07-02,2018-07-31
600688,上海石化,2018-07-02,2018-07-31
600690,青岛海尔,2018-07-02,2018-07-31
600703,三安光电,2018-07-02,2018-07-31
600704,物产中大,2018-07-02,2018-07-31
600705,中航资本,2018-07-02,2018-07-31
600739,辽宁成大,2018-07-02,2018-07-31
600741,华域汽车,2018-07-02,2018-07-31
600795,国电电力,2018-07-02,2018-07-31
600804,鹏博士,2018-07-02,2018-07-31
600809,山西汾酒,2018-07-02,2018-07-31
600816,安信信托,2018-07-02,2018-07-31
600820,隧道股份,2018-07-02,2018-07-31
600837,海通证券,2018-07-02,2018-07-31
600867,通化东宝,2018-07-02,2018-07-31
600886,国投电力,2018-07-02,2018-07-31
600887,伊利股份,2018-07-02,2018-07-31
600893,航发动力,2018-07-02,2018-07-31
600900,长江电力,2018-07-02,2018-07-31
600909,华安证券,2018-07-02,2018-07-31
600919,江苏银行,2018-07-02,2018-07-31
600926,杭州银行,2018-07-02,2018-07-31
600958,东方证券,2018-07-02,2018-07-31
600959,江苏有线,2018-07-02,2018-07-31
600977,中国电影,2018-07-02,2018-07-31
600999,招商证券,2018-07-02,2018-07-31
601006,大秦铁路,2018-07-02,2018-07-31
601009,南京银行,2018-07-02,2018-07-31
601012,隆基股份,2018-07-02,2018-07-31
601018,宁波港,2018-07-02,2018-07-31
601021,春秋航空,2018-07-02,2018-07-31
601088,中国神华,2018-07-02,2018-07-31
601099,太平洋,2018-07-02,2018-07-31
601108,财通证券,2018-07-02,2018-07-31
601111,中国国航,2018-07-02,2018-07-31
601117,中国化学,2018-07-02,2018-07-31
601155,新城控股,2018-07-02,2018-07-31
601166,兴业银行,2018-07-02,2018-07-31
601169,北京银行,2018-07-02,2018-07-31
601186,中国铁建,2018-07-02,2018-07-31
601198,东兴证券,2018-07-02,2018-07-31
601211,国泰君安,2018-07-02,2018-07-31
601212,白银有色,2018-07-02,2018-07-31
601216,君正集团,2018-07-02,2018-07-31
601225,陕西煤业,2018-07-02,2018-07-31
601228,广州港,2018-07-02,2018-07-31
601229,上海银行,2018-07-02,2018-07-31
601238,广汽集团,2018-07-02,2018-07-31
601288,农业银行,2018-07-02,2018-07-31
601318,中国平安,2018-07-02,2018-07-31
601328,交通银行,2018-07-02,2018-07-31
601333,广深铁路,2018-07-02,2018-07-31
601336,新华保险,2018-07-02,2018-07-31
601360,三六零,2018-07-02,2018-07-31
601377,兴业证券,2018-07-02,2018-07-31
601390,中国中铁,2018-07-02,2018-07-31
601398,工商银行,2018-07-02,2018-07-31
601555,东吴证券,2018-07-02,2018-07-31
601600,中国铝业,2018-07-02,2018-07-31
601601,中国太保,2018-07-02,2018-07-31
601607,上海医药,2018-07-02,2018-07-31
601611,中国核建,2018-07-02,2018-07-31
601618,中国中冶,2018-07-02,2018-07-31
601628,中国人寿,2018-07-02,2018-07-31
601633,长城汽车,2018-07-02,2018-07-31
601668,中国建筑,2018-07-02,2018-07-31
601669,中国电建,2018-07-02,2018-07-31
601688,华泰证券,2018-07-02,2018-07-31
601718,际华集团,2018-07-02,2018-07-31
601727,上海电气,2018-07-02,2018-07-31
601766,中国中车,2018-07-02,2018-07-31
601788,光大证券,2018-07-02,2018-07-31
601800,中国交建,2018-07-02,2018-07-31
601808,中海油服,2018-07-02,2018-07-31
601818,光大银行,2018-07-02,2018-07-31
601828,美凯龙,2018-07-02,2018-07-31
601838,成都银行,2018-07-02,2018-07-31
601857,中国石油,2018-07-02,2018-07-31
601866,中远海发,2018-07-02,2018-07-31
601877,正泰电器,2018-07-02,2018-07-31
601878,浙商证券,2018-07-02,2018-07-31
601881,中国银河,2018-07-02,2018-07-31
601888,中国国旅,2018-07-02,2018-07-31
601898,中煤能源,2018-07-02,2018-07-31
601899,紫金矿业,2018-07-02,2018-07-31
601901,方正证券,2018-07-02,2018-07-31
601919,中远海控,2018-07-02,2018-07-31
601933,永辉超市,2018-07-02,2018-07-31
601939,建设银行,2018-07-02,2018-07-31
601958,金钼股份,2018-07-02,2018-07-31
601985,中国核电,2018-07-02,2018-07-31
601988,中国银行,2018-07-02,2018-07-31
601989,中国重工,2018-07-02,2018-07-31
601991,大唐发电,2018-07-02,2018-07-31
601992,金隅集团,2018-07-02,2018-07-31
601997,贵阳银行,2018-07-02,2018-07-31
601998,中信银行,2018-07-02,2018-07-31
603160,汇顶科技,2018-07-02,2018-07-31
603260,合盛硅业,2018-07-02,2018-07-31
603288,海天味业,2018-07-02,2018-07-31
603799,华友钴业,2018-07-02,2018-07-31
603833,欧派家居,2018-07-02,2018-07-31
603858,步长制药,2018-07-02,2018-07-31
603993,洛阳钼业,2018-07-02,2018-07-31
000001,平安银行,2018-08-01,2018-08-31
000002,万科A,2018-08-01,2018-08-31
000060,中金岭南,2018-08-01,2018-08-31
000063,中兴通讯,2018-08-01,2018-08-31
000069,华侨城A,2018-08-01,2018-08-31
000100,TCL集团,2018-08-01,2018-08-31
000157,中联重科,2018-08-01,2018-08-31
000166,申万宏源,2018-08-01,2018-08-31
000333,美的集团,2018-08-01,2018-08-31
000338,潍柴动力,2018-08-01,2018-08-31
000402,金融街,2018-08-01,2018-08-31
000413,东旭光电,2018-08-01,2018-08-31
000415,渤海金控,2018-08-01,2018-08-31
000423,东阿阿胶,2018-08-01,2018-08-31
000425,徐工机械,2018-08-01,2018-08-31
000503,国新健康,2018-08-01,2018-08-31
000538,云南白药,2018-08-01,2018-08-31
000540,中天金融,2018-08-01,2018-08-31
000559,万向钱潮,2018-08-01,2018-08-31
000568,泸州老窖,2018-08-01,2018-08-31
000623,吉林敖东,2018-08-01,2018-08-31
000625,长安汽车,2018-08-01,2018-08-31
000627,天茂集团,2018-08-01,2018-08-31
000630,铜陵有色,2018-08-01,2018-08-31
000651,格力电器,2018-08-01,2018-08-31
000671,阳光城,2018-08-01,2018-08-31
000709,河钢股份,2018-08-01,2018-08-31
000723,美锦能源,2018-08-01,2018-08-31
000725,京东方A,2018-08-01,2018-08-31
000728,国元证券,2018-08-01,2018-08-31
000768,中航飞机,2018-08-01,2018-08-31
000776,广发证券,2018-08-01,2018-08-31
000783,长江证券,2018-08-01,2018-08-31
000786,北新建材,2018-08-01,2018-08-31
000792,盐湖股份,2018-08-01,2018-08-31
000826,启迪桑德,2018-08-01,2018-08-31
000839,中信国安,2018-08-01,2018-08-31
000858,五粮液,2018-08-01,2018-08-31
000876,新希望,2018-08-01,2018-08-31
000895,双汇发展,2018-08-01,2018-08-31
000898,鞍钢股份,2018-08-01,2018-08-31
000938,紫光股份,2018-08-01,2018-08-31
000959,首钢股份,2018-08-01,2018-08-31
000961,中南建设,2018-08-01,2018-08-31
000963,华东医药,2018-08-01,2018-08-31
000983,西山煤电,2018-08-01,2018-08-31
001965,招商公路,2018-08-01,2018-08-31
001979,招商蛇口,2018-08-01,2018-08-31
002007,华兰生物,2018-08-01,2018-08-31
002008,大族激光,2018-08-01,2018-08-31
002024,苏宁易购,2018-08-01,2018-08-31
002027,分众传媒,2018-08-01,2018-08-31
002044,美年健康,2018-08-01,2018-08-31
002050,三花智控,2018-08-01,2018-08-31
002065,东华软件,2018-08-01,2018-08-31
002074,国轩高科,2018-08-01,2018-08-31
002081,金螳螂,2018-08-01,2018-08-31
002085,万丰奥威,2018-08-01,2018-08-31
002142,宁波银行,2018-08-01,2018-08-31
002146,荣盛发展,2018-08-01,2018-08-31
002153,石基信息,2018-08-01,2018-08-31
002202,金风科技,2018-08-01,2018-08-31
002230,科大讯飞,2018-08-01,2018-08-31
002236,大华股份,2018-08-01,2018-08-31
002241,歌尔股份,2018-08-01,2018-08-31
002252,上海莱士,2018-08-01,2018-08-31
002294,信立泰,2018-08-01,2018-08-31
002304,洋河股份,2018-08-01,2018-08-31
002310,东方园林,2018-08-01,2018-08-31
002352,顺丰控股,2018-08-01,2018-08-31
002385,大北农,2018-08-01,2018-08-31
002411,必康股份,2018-08-01,2018-08-31
002415,海康威视,2018-08-01,2018-08-31
002450,康得新,2018-08-01,2018-08-31
002456,欧菲科技,2018-08-01,2018-08-31
002460,赣锋锂业,2018-08-01,2018-08-31
002466,天齐锂业,2018-08-01,2018-08-31
002468,申通快递,2018-08-01,2018-08-31
002470,金正大,2018-08-01,2018-08-31
002475,立讯精密,2018-08-01,2018-08-31
002493,荣盛石化,2018-08-01,2018-08-31
002500,山西证券,2018-08-01,2018-08-31
002508,老板电器,2018-08-01,2018-08-31
002555,三七互娱,2018-08-01,2018-08-31
002558,巨人网络,2018-08-01,2018-08-31
002572,索菲亚,2018-08-01,2018-08-31
002594,比亚迪,2018-08-01,2018-08-31
002601,龙蟒佰利,2018-08-01,2018-08-31
