股票代码,股票名称,生效日期,失效日期
605499,东鹏饮料,2023-06-01,2023-06-09
688005,容百科技,2023-06-01,2023-06-09
688008,澜起科技,2023-06-01,2023-06-09
688012,中微公司,2023-06-01,2023-06-09
688036,传音控股,2023-06-01,2023-06-09
688065,凯赛生物,2023-06-01,2023-06-09
688111,金山办公,2023-06-01,2023-06-09
688126,沪硅产业,2023-06-01,2023-06-09
688169,石头科技,2023-06-01,2023-06-09
688187,时代电气,2023-06-01,2023-06-09
688303,大全能源,2023-06-01,2023-06-09
688363,华熙生物,2023-06-01,2023-06-09
688396,华润微,2023-06-01,2023-06-09
688561,奇安信,2023-06-01,2023-06-09
688599,天合光能,2023-06-01,2023-06-09
688981,中芯国际,2023-06-01,2023-06-09
000001,平安银行,2023-06-12,2023-06-30
000002,万科A,2023-06-12,2023-06-30
000063,中兴通讯,2023-06-12,2023-06-30
000069,华侨城A,2023-06-12,2023-06-30
000100,TCL科技,2023-06-12,2023-06-30
000157,中联重科,2023-06-12,2023-06-30
000166,申万宏源,2023-06-12,2023-06-30
000301,东方盛虹,2023-06-12,2023-06-30
000333,美的集团,2023-06-12,2023-06-30
000338,潍柴动力,2023-06-12,2023-06-30
000408,藏格矿业,2023-06-12,2023-06-30
000425,徐工机械,2023-06-12,2023-06-30
000538,云南白药,2023-06-12,2023-06-30
000568,泸州老窖,2023-06-12,2023-06-30
000596,古井贡酒,2023-06-12,2023-06-30
000617,中油资本,2023-06-12,2023-06-30
000625,长安汽车,2023-06-12,2023-06-30
000651,格力电器,2023-06-12,2023-06-30
000661,长春高新,2023-06-12,2023-06-30
000708,中信特钢,2023-06-12,2023-06-30
000723,美锦能源,2023-06-12,2023-06-30
000725,京东方A,2023-06-12,2023-06-30
000733,振华科技,2023-06-12,2023-06-30
000768,中航西飞,2023-06-12,2023-06-30
000776,广发证券,2023-06-12,2023-06-30
000786,北新建材,2023-06-12,2023-06-30
000792,盐湖股份,2023-06-12,2023-06-30
000800,一汽解放,2023-06-12,2023-06-30
000858,五粮液,2023-06-12,2023-06-30
000876,新希望,2023-06-12,2023-06-30
000877,天山股份,2023-06-12,2023-06-30
000895,双汇发展,2023-06-12,2023-06-30
000938,紫光股份,2023-06-12,2023-06-30
000963,华东医药,2023-06-12,2023-06-30
000977,浪潮信息,2023-06-12,2023-06-30
000983,山西焦煤,2023-06-12,2023-06-30
001289,龙源电力,2023-06-12,2023-06-30
001979,招商蛇口,2023-06-12,2023-06-30
002001,新和成,2023-06-12,2023-06-30
002007,华兰生物,2023-06-12,2023-06-30
002027,分众传媒,2023-06-12,2023-06-30
002049,紫光国微,2023-06-12,2023-06-30
002050,三花智控,2023-06-12,2023-06-30
002064,华峰化学,2023-06-12,2023-06-30
002074,国轩高科,2023-06-12,2023-06-30
002120,韵达股份,2023-06-12,2023-06-30
002129,TCL中环,2023-06-12,2023-06-30
002142,宁波银行,2023-06-12,2023-06-30
002179,中航光电,2023-06-12,2023-06-30
002180,纳思达,2023-06-12,2023-06-30
002202,金风科技,2023-06-12,2023-06-30
002230,科大讯飞,2023-06-12,2023-06-30
002236,大华股份,2023-06-12,2023-06-30
002241,歌尔股份,2023-06-12,2023-06-30
002252,上海莱士,2023-06-12,2023-06-30
002271,东方雨虹,2023-06-12,2023-06-30
002304,洋河股份,2023-06-12,2023-06-30
002311,海大集团,2023-06-12,2023-06-30
002352,顺丰控股,2023-06-12,2023-06-30
002371,北方华创,2023-06-12,2023-06-30
002410,广联达,2023-06-12,2023-06-30
002414,高德红外,2023-06-12,2023-06-30
002415,海康威视,2023-06-12,2023-06-30
002459,晶澳科技,2023-06-12,2023-06-30
002460,赣锋锂业,2023-06-12,2023-06-30
002466,天齐锂业,2023-06-12,2023-06-30
002475,立讯精密,2023-06-12,2023-06-30
002493,荣盛石化,2023-06-12,2023-06-30
002555,三七互娱,2023-06-12,2023-06-30
002594,比亚迪,2023-06-12,2023-06-30
002601,龙佰集团,2023-06-12,2023-06-30
002648,卫星化学,2023-06-12,2023-06-30
002709,天赐材料,2023-06-12,2023-06-30
002714,牧原股份,2023-06-12,2023-06-30
002736,国信证券,2023-06-12,2023-06-30
002756,永兴材料,2023-06-12,2023-06-30
002812,恩捷股份,2023-06-12,2023-06-30
002821,凯莱英,2023-06-12,2023-06-30
002841,视源股份,2023-06-12,2023-06-30
002916,深南电路,2023-06-12,2023-06-30
002920,德赛西威,2023-06-12,2023-06-30
002938,鹏鼎控股,2023-06-12,2023-06-30
003816,中国广核,2023-06-12,2023-06-30
300014,亿纬锂能,2023-06-12,2023-06-30
300015,爱尔眼科,2023-06-12,2023-06-30
300033,同花顺,2023-06-12,2023-06-30
300059,东方财富,2023-06-12,2023-06-30
300122,智飞生物,2023-06-12,2023-06-30
300124,汇川技术,2023-06-12,2023-06-30
300142,沃森生物,2023-06-12,2023-06-30
300207,欣旺达,2023-06-12,2023-06-30
300223,北京君正,2023-06-12,2023-06-30
300274,阳光电源,2023-06-12,2023-06-30
300316,晶盛机电,2023-06-12,2023-06-30
300347,泰格医药,2023-06-12,2023-06-30
300408,三环集团,2023-06-12,2023-06-30
300413,芒果超媒,2023-06-12,2023-06-30
300433,蓝思科技,2023-06-12,2023-06-30
300450,先导智能,2023-06-12,2023-06-30
300454,深信服,2023-06-12,2023-06-30
300496,中科创达,2023-06-12,2023-06-30
300498,温氏股份,2023-06-12,2023-06-30
300601,康泰生物,2023-06-12,2023-06-30
300628,亿联网络,2023-06-12,2023-06-30
300661,圣邦股份,2023-06-12,2023-06-30
300750,宁德时代,2023-06-12,2023-06-30
300751,迈为股份,2023-06-12,2023-06-30
300759,康龙化成,2023-06-12,2023-06-30
300760,迈瑞医疗,2023-06-12,2023-06-30
300763,锦浪科技,2023-06-12,2023-06-30
300769,德方纳米,2023-06-12,2023-06-30
300782,卓胜微,2023-06-12,2023-06-30
300896,爱美客,2023-06-12,2023-06-30
300919,中伟股份,2023-06-12,2023-06-30
300957,贝泰妮,2023-06-12,2023-06-30
300979,华利集团,2023-06-12,2023-06-30
300999,金龙鱼,2023-06-12,2023-06-30
600000,浦发银行,2023-06-12,2023-06-30
600009,上海机场,2023-06-12,2023-06-30
600010,包钢股份,2023-06-12,2023-06-30
600011,华能国际,2023-06-12,2023-06-30
600015,华夏银行,2023-06-12,2023-06-30
600016,民生银行,2023-06-12,2023-06-30
600018,上港集团,2023-06-12,2023-06-30
600019,宝钢股份,2023-06-12,2023-06-30
600025,华能水电,2023-06-12,2023-06-30
600028,中国石化,2023-06-12,2023-06-30
600029,南方航空,2023-06-12,2023-06-30
600030,中信证券,2023-06-12,2023-06-30
600031,三一重工,2023-06-12,2023-06-30
600036,招商银行,2023-06-12,2023-06-30
600039,四川路桥,2023-06-12,2023-06-30
600048,保利发展,2023-06-12,2023-06-30
600050,中国联通,2023-06-12,2023-06-30
600061,国投资本,2023-06-12,2023-06-30
600085,同仁堂,2023-06-12,2023-06-30
600089,特变电工,2023-06-12,2023-06-30
600104,上汽集团,2023-06-12,2023-06-30
600111,北方稀土,2023-06-12,2023-06-30
600115,中国东航,2023-06-12,2023-06-30
600132,重庆啤酒,2023-06-12,2023-06-30
600150,中国船舶,2023-06-12,2023-06-30
600176,中国巨石,2023-06-12,2023-06-30
600183,生益科技,2023-06-12,2023-06-30
600188,兖矿能源,2023-06-12,2023-06-30
600196,复星医药,2023-06-12,2023-06-30
600219,南山铝业,2023-06-12,2023-06-30
600233,圆通速递,2023-06-12,2023-06-30
600276,恒瑞医药,2023-06-12,2023-06-30
600309,万华化学,2023-06-12,2023-06-30
600332,白云山,2023-06-12,2023-06-30
600346,恒力石化,2023-06-12,2023-06-30
600362,江西铜业,2023-06-12,2023-06-30
600383,金地集团,2023-06-12,2023-06-30
600406,国电南瑞,2023-06-12,2023-06-30
600426,华鲁恒升,2023-06-12,2023-06-30
600436,片仔癀,2023-06-12,2023-06-30
600438,通威股份,2023-06-12,2023-06-30
600460,士兰微,2023-06-12,2023-06-30
600519,贵州茅台,2023-06-12,2023-06-30
600547,山东黄金,2023-06-12,2023-06-30
600570,恒生电子,2023-06-12,2023-06-30
600584,长电科技,2023-06-12,2023-06-30
600585,海螺水泥,2023-06-12,2023-06-30
600588,用友网络,2023-06-12,2023-06-30
600600,青岛啤酒,2023-06-12,2023-06-30
600606,绿地控股,2023-06-12,2023-06-30
600660,福耀玻璃,2023-06-12,2023-06-30
600674,川投能源,2023-06-12,2023-06-30
600690,海尔智家,2023-06-12,2023-06-30
600732,爱旭股份,2023-06-12,2023-06-30
600741,华域汽车,2023-06-12,2023-06-30
600745,闻泰科技,2023-06-12,2023-06-30
600754,锦江酒店,2023-06-12,2023-06-30
600760,中航沈飞,2023-06-12,2023-06-30
600763,通策医疗,2023-06-12,2023-06-30
600795,国电电力,2023-06-12,2023-06-30
600803,新奥股份,2023-06-12,2023-06-30
600809,山西汾酒,2023-06-12,2023-06-30
600837,海通证券,2023-06-12,2023-06-30
600845,宝信软件,2023-06-12,2023-06-30
600875,东方电气,2023-06-12,2023-06-30
600884,杉杉股份,2023-06-12,2023-06-30
600886,国投电力,2023-06-12,2023-06-30
600887,伊利股份,2023-06-12,2023-06-30
600893,航发动力,2023-06-12,2023-06-30
600900,长江电力,2023-06-12,2023-06-30
600905,三峡能源,2023-06-12,2023-06-30
600918,中泰证券,2023-06-12,2023-06-30
600919,江苏银行,2023-06-12,2023-06-30
600926,杭州银行,2023-06-12,2023-06-30
600941,中国移动,2023-06-12,2023-06-30
600958,东方证券,2023-06-12,2023-06-30
600989,宝丰能源,2023-06-12,2023-06-30
600999,招商证券,2023-06-12,2023-06-30
601006,大秦铁路,2023-06-12,2023-06-30
601009,南京银行,2023-06-12,2023-06-30
601012,隆基绿能,2023-06-12,2023-06-30
601021,春秋航空,2023-06-12,2023-06-30
601066,中信建投,2023-06-12,2023-06-30
601088,中国神华,2023-06-12,2023-06-30
601100,恒立液压,2023-06-12,2023-06-30
601111,中国国航,2023-06-12,2023-06-30
601117,中国化学,2023-06-12,2023-06-30
601138,工业富联,2023-06-12,2023-06-30
601155,新城控股,2023-06-12,2023-06-30
601166,兴业银行,2023-06-12,2023-06-30
601169,北京银行,2023-06-12,2023-06-30
601186,中国铁建,2023-06-12,2023-06-30
601211,国泰君安,2023-06-12,2023-06-30
601216,君正集团,2023-06-12,2023-06-30
601225,陕西煤业,2023-06-12,2023-06-30
601229,上海银行,2023-06-12,2023-06-30
601236,红塔证券,2023-06-12,2023-06-30
601238,广汽集团,2023-06-12,2023-06-30
601288,农业银行,2023-06-12,2023-06-30
601318,中国平安,2023-06-12,2023-06-30
601319,中国人保,2023-06-12,2023-06-30
601328,交通银行,2023-06-12,2023-06-30
601336,新华保险,2023-06-12,2023-06-30
601360,三六零,2023-06-12,2023-06-30
601377,兴业证券,2023-06-12,2023-06-30
601390,中国中铁,2023-06-12,2023-06-30
601398,工商银行,2023-06-12,2023-06-30
601600,中国铝业,2023-06-12,2023-06-30
601601,中国太保,2023-06-12,2023-06-30
601607,上海医药,2023-06-12,2023-06-30
601615,明阳智能,2023-06-12,2023-06-30
601618,中国中冶,2023-06-12,2023-06-30
601628,中国人寿,2023-06-12,2023-06-30
601633,长城汽车,2023-06-12,2023-06-30
601658,邮储银行,2023-06-12,2023-06-30
601668,中国建筑,2023-06-12,2023-06-30
601669,中国电建,2023-06-12,2023-06-30
601688,华泰证券,2023-06-12,2023-06-30
601689,拓普集团,2023-06-12,2023-06-30
601698,中国卫通,2023-06-12,2023-06-30
601699,潞安环能,2023-06-12,2023-06-30
601728,中国电信,2023-06-12,2023-06-30
601766,中国中车,2023-06-12,2023-06-30
601788,光大证券,2023-06-12,2023-06-30
601799,星宇股份,2023-06-12,2023-06-30
601800,中国交建,2023-06-12,2023-06-30
601808,中海油服,2023-06-12,2023-06-30
601816,京沪高铁,2023-06-12,2023-06-30
601818,光大银行,2023-06-12,2023-06-30
601838,成都银行,2023-06-12,2023-06-30
601857,中国石油,2023-06-12,2023-06-30
601865,福莱特,2023-06-12,2023-06-30
601868,中国能建,2023-06-12,2023-06-30
601872,招商轮船,2023-06-12,2023-06-30
601877,正泰电器,2023-06-12,2023-06-30
601878,浙商证券,2023-06-12,2023-06-30
601881,中国银河,2023-06-12,2023-06-30
601888,中国中免,2023-06-12,2023-06-30
601898,中煤能源,2023-06-12,2023-06-30
601899,紫金矿业,2023-06-12,2023-06-30
601901,方正证券,2023-06-12,2023-06-30
601919,中远海控,2023-06-12,2023-06-30
601939,建设银行,2023-06-12,2023-06-30
601985,中国核电,2023-06-12,2023-06-30
601988,中国银行,2023-06-12,2023-06-30
601989,中国重工,2023-06-12,2023-06-30
601995,中金公司,2023-06-12,2023-06-30
601998,中信银行,2023-06-12,2023-06-30
603019,中科曙光,2023-06-12,2023-06-30
603185,弘元绿能,2023-06-12,2023-06-30
603195,公牛集团,2023-06-12,2023-06-30
603259,药明康德,2023-06-12,2023-06-30
603260,合盛硅业,2023-06-12,2023-06-30
603288,海天味业,2023-06-12,2023-06-30
603290,斯达半导,2023-06-12,2023-06-30
603369,今世缘,2023-06-12,2023-06-30
603392,万泰生物,2023-06-12,2023-06-30
603486,科沃斯,2023-06-12,2023-06-30
603501,韦尔股份,2023-06-12,2023-06-30
603659,璞泰来,2023-06-12,2023-06-30
603799,华友钴业,2023-06-12,2023-06-30
603806,福斯特,2023-06-12,2023-06-30
603833,欧派家居,2023-06-12,2023-06-30
603899,晨光股份,2023-06-12,2023-06-30
603986,兆易创新,2023-06-12,2023-06-30
603993,洛阳钼业,2023-06-12,2023-06-30
605117,德业股份,2023-06-12,2023-06-30
605499,东鹏饮料,2023-06-12,2023-06-30
688005,容百科技,2023-06-12,2023-06-30
688008,澜起科技,2023-06-12,2023-06-30
688012,中微公司,2023-06-12,2023-06-30
688036,传音控股,2023-06-12,2023-06-30
688065,凯赛生物,2023-06-12,2023-06-30
688111,金山办公,2023-06-12,2023-06-30
688126,沪硅产业,2023-06-12,2023-06-30
688187,时代电气,2023-06-12,2023-06-30
688223,晶科能源,2023-06-12,2023-06-30
688303,大全能源,2023-06-12,2023-06-30
688363,华熙生物,2023-06-12,2023-06-30
688396,华润微,2023-06-12,2023-06-30
688561,奇安信,2023-06-12,2023-06-30
688599,天合光能,2023-06-12,2023-06-30
688981,中芯国际,2023-06-12,2023-06-30
000001,平安银行,2023-07-03,2023-07-31
000002,万科A,2023-07-03,2023-07-31
000063,中兴通讯,2023-07-03,2023-07-31
000069,华侨城A,2023-07-03,2023-07-31
000100,TCL科技,2023-07-03,2023-07-31
000157,中联重科,2023-07-03,2023-07-31
000166,申万宏源,2023-07-03,2023-07-31
000301,东方盛虹,2023-07-03,2023-07-31
000333,美的集团,2023-07-03,2023-07-31
000338,潍柴动力,2023-07-03,2023-07-31
000408,藏格矿业,2023-07-03,2023-07-31
000425,徐工机械,2023-07-03,2023-07-31
000538,云南白药,2023-07-03,2023-07-31
000568,泸州老窖,2023-07-03,2023-07-31
000596,古井贡酒,2023-07-03,2023-07-31
000617,中油资本,2023-07-03,2023-07-31
000625,长安汽车,2023-07-03,2023-07-31
000651,格力电器,2023-07-03,2023-07-31
000661,长春高新,2023-07-03,2023-07-31
000708,中信特钢,2023-07-03,2023-07-31
000723,美锦能源,2023-07-03,2023-07-31
000725,京东方A,2023-07-03,2023-07-31
000733,振华科技,2023-07-03,2023-07-31
000768,中航西飞,2023-07-03,2023-07-31
000776,广发证券,2023-07-03,2023-07-31
000786,北新建材,2023-07-03,2023-07-31
000792,盐湖股份,2023-07-03,2023-07-31
000800,一汽解放,2023-07-03,2023-07-31
000858,五粮液,2023-07-03,2023-07-31
000876,新希望,2023-07-03,2023-07-31
000877,天山股份,2023-07-03,2023-07-31
000895,双汇发展,2023-07-03,2023-07-31
000938,紫光股份,2023-07-03,2023-07-31
000963,华东医药,2023-07-03,2023-07-31
000977,浪潮信息,2023-07-03,2023-07-31
000983,山西焦煤,2023-07-03,2023-07-31
001289,龙源电力,2023-07-03,2023-07-31
001979,招商蛇口,2023-07-03,2023-07-31
002001,新和成,2023-07-03,2023-07-31
002007,华兰生物,2023-07-03,2023-07-31
002027,分众传媒,2023-07-03,2023-07-31
002049,紫光国微,2023-07-03,2023-07-31
002050,三花智控,2023-07-03,2023-07-31
002064,华峰化学,2023-07-03,2023-07-31
002074,国轩高科,2023-07-03,2023-07-31
002120,韵达股份,2023-07-03,2023-07-31
002129,TCL中环,2023-07-03,2023-07-31
002142,宁波银行,2023-07-03,2023-07-31
002179,中航光电,2023-07-03,2023-07-31
002180,纳思达,2023-07-03,2023-07-31
002202,金风科技,2023-07-03,2023-07-31
002230,科大讯飞,2023-07-03,2023-07-31
002236,大华股份,2023-07-03,2023-07-31
002241,歌尔股份,2023-07-03,2023-07-31
002252,上海莱士,2023-07-03,2023-07-31
002271,东方雨虹,2023-07-03,2023-07-31
002304,洋河股份,2023-07-03,2023-07-31
002311,海大集团,2023-07-03,2023-07-31
002352,顺丰控股,2023-07-03,2023-07-31
002371,北方华创,2023-07-03,2023-07-31
002410,广联达,2023-07-03,2023-07-31
002414,高德红外,2023-07-03,2023-07-31
002415,海康威视,2023-07-03,2023-07-31
002459,晶澳科技,2023-07-03,2023-07-31
002460,赣锋锂业,2023-07-03,2023-07-31
002466,天齐锂业,2023-07-03,2023-07-31
002475,立讯精密,2023-07-03,2023-07-31
002493,荣盛石化,2023-07-03,2023-07-31
002555,三七互娱,2023-07-03,2023-07-31
002594,比亚迪,2023-07-03,2023-07-31
002601,龙佰集团,2023-07-03,2023-07-31
002648,卫星化学,2023-07-03,2023-07-31
002709,天赐材料,2023-07-03,2023-07-31
002714,牧原股份,2023-07-03,2023-07-31
002736,国信证券,2023-07-03,2023-07-31
002756,永兴材料,2023-07-03,2023-07-31
002812,恩捷股份,2023-07-03,2023-07-31
002821,凯莱英,2023-07-03,2023-07-31
002841,视源股份,2023-07-03,2023-07-31
002916,深南电路,2023-07-03,2023-07-31
002920,德赛西威,2023-07-03,2023-07-31
002938,鹏鼎控股,2023-07-03,2023-07-31
003816,中国广核,2023-07-03,2023-07-31
300014,亿纬锂能,2023-07-03,2023-07-31
300015,爱尔眼科,2023-07-03,2023-07-31
300033,同花顺,2023-07-03,2023-07-31
300059,东方财富,2023-07-03,2023-07-31
300122,智飞生物,2023-07-03,2023-07-31
300124,汇川技术,2023-07-03,2023-07-31
300142,沃森生物,2023-07-03,2023-07-31
300207,欣旺达,2023-07-03,2023-07-31
300223,北京君正,2023-07-03,2023-07-31
300274,阳光电源,2023-07-03,2023-07-31
300316,晶盛机电,2023-07-03,2023-07-31
300347,泰格医药,2023-07-03,2023-07-31
300408,三环集团,2023-07-03,2023-07-31
300413,芒果超媒,2023-07-03,2023-07-31
300433,蓝思科技,2023-07-03,2023-07-31
300450,先导智能,2023-07-03,2023-07-31
300454,深信服,2023-07-03,2023-07-31
300496,中科创达,2023-07-03,2023-07-31
300498,温氏股份,2023-07-03,2023-07-31
300601,康泰生物,2023-07-03,2023-07-31
300628,亿联网络,2023-07-03,2023-07-31
300661,圣邦股份,2023-07-03,2023-07-31
300750,宁德时代,2023-07-03,2023-07-31
300751,迈为股份,2023-07-03,2023-07-31
300759,康龙化成,2023-07-03,2023-07-31
300760,迈瑞医疗,2023-07-03,2023-07-31
300763,锦浪科技,2023-07-03,2023-07-31
300769,德方纳米,2023-07-03,2023-07-31
300782,卓胜微,2023-07-03,2023-07-31
300896,爱美客,2023-07-03,2023-07-31
300919,中伟股份,2023-07-03,2023-07-31
300957,贝泰妮,2023-07-03,2023-07-31
300979,华利集团,2023-07-03,2023-07-31
300999,金龙鱼,2023-07-03,2023-07-31
600000,浦发银行,2023-07-03,2023-07-31
600009,上海机场,2023-07-03,2023-07-31
600010,包钢股份,2023-07-03,2023-07-31
600011,华能国际,2023-07-03,2023-07-31
600015,华夏银行,2023-07-03,2023-07-31
600016,民生银行,2023-07-03,2023-07-31
600018,上港集团,2023-07-03,2023-07-31
600019,宝钢股份,2023-07-03,2023-07-31
600025,华能水电,2023-07-03,2023-07-31
600028,中国石化,2023-07-03,2023-07-31
600029,南方航空,2023-07-03,2023-07-31
600030,中信证券,2023-07-03,2023-07-31
600031,三一重工,2023-07-03,2023-07-31
600036,招商银行,2023-07-03,2023-07-31
600039,四川路桥,2023-07-03,2023-07-31
600048,保利发展,2023-07-03,2023-07-31
600050,中国联通,2023-07-03,2023-07-31
600061,国投资本,2023-07-03,2023-07-31
600085,同仁堂,2023-07-03,2023-07-31
600089,特变电工,2023-07-03,2023-07-31
600104,上汽集团,2023-07-03,2023-07-31
600111,北方稀土,2023-07-03,2023-07-31
600115,中国东航,2023-07-03,2023-07-31
600132,重庆啤酒,2023-07-03,2023-07-31
600150,中国船舶,2023-07-03,2023-07-31
600176,中国巨石,2023-07-03,2023-07-31
600183,生益科技,2023-07-03,2023-07-31
600188,兖矿能源,2023-07-03,2023-07-31
600196,复星医药,2023-07-03,2023-07-31
600219,南山铝业,2023-07-03,2023-07-31
600233,圆通速递,2023-07-03,2023-07-31
600276,恒瑞医药,2023-07-03,2023-07-31
600309,万华化学,2023-07-03,2023-07-31
600332,白云山,2023-07-03,2023-07-31
600346,恒力石化,2023-07-03,2023-07-31
600362,江西铜业,2023-07-03,2023-07-31
600383,金地集团,2023-07-03,2023-07-31
600406,国电南瑞,2023-07-03,2023-07-31
600426,华鲁恒升,2023-07-03,2023-07-31
600436,片仔癀,2023-07-03,2023-07-31
600438,通威股份,2023-07-03,2023-07-31
600460,士兰微,2023-07-03,2023-07-31
600519,贵州茅台,2023-07-03,2023-07-31
600547,山东黄金,2023-07-03,2023-07-31
600570,恒生电子,2023-07-03,2023-07-31
600584,长电科技,2023-07-03,2023-07-31
600585,海螺水泥,2023-07-03,2023-07-31
600588,用友网络,2023-07-03,2023-07-31
600600,青岛啤酒,2023-07-03,2023-07-31
600606,绿地控股,2023-07-03,2023-07-31
600660,福耀玻璃,2023-07-03,2023-07-31
600674,川投能源,2023-07-03,2023-07-31
600690,海尔智家,2023-07-03,2023-07-31
600732,爱旭股份,2023-07-03,2023-07-31
600741,华域汽车,2023-07-03,2023-07-31
600745,闻泰科技,2023-07-03,2023-07-31
600754,锦江酒店,2023-07-03,2023-07-31
600760,中航沈飞,2023-07-03,2023-07-31
600763,通策医疗,2023-07-03,2023-07-31
600795,国电电力,2023-07-03,2023-07-31
600803,新奥股份,2023-07-03,2023-07-31
600809,山西汾酒,2023-07-03,2023-07-31
600837,海通证券,2023-07-03,2023-07-31
600845,宝信软件,2023-07-03,2023-07-31
600875,东方电气,2023-07-03,2023-07-31
600884,杉杉股份,2023-07-03,2023-07-31
600886,国投电力,2023-07-03,2023-07-31
600887,伊利股份,2023-07-03,2023-07-31
600893,航发动力,2023-07-03,2023-07-31
600900,长江电力,2023-07-03,2023-07-31
600905,三峡能源,2023-07-03,2023-07-31
600918,中泰证券,2023-07-03,2023-07-31
600919,江苏银行,2023-07-03,2023-07-31
600926,杭州银行,2023-07-03,2023-07-31
600941,中国移动,2023-07-03,2023-07-31
600958,东方证券,2023-07-03,2023-07-31
600989,宝丰能源,2023-07-03,2023-07-31
600999,招商证券,2023-07-03,2023-07-31
601006,大秦铁路,2023-07-03,2023-07-31
601009,南京银行,2023-07-03,2023-07-31
601012,隆基绿能,2023-07-03,2023-07-31
601021,春秋航空,2023-07-03,2023-07-31
601066,中信建投,2023-07-03,2023-07-31
601088,中国神华,2023-07-03,2023-07-31
601100,恒立液压,2023-07-03,2023-07-31
601111,中国国航,2023-07-03,2023-07-31
601117,中国化学,2023-07-03,2023-07-31
601138,工业富联,2023-07-03,2023-07-31
601155,新城控股,2023-07-03,2023-07-31
601166,兴业银行,2023-07-03,2023-07-31
601169,北京银行,2023-07-03,2023-07-31
601186,中国铁建,2023-07-03,2023-07-31
601211,国泰君安,2023-07-03,2023-07-31
601216,君正集团,2023-07-03,2023-07-31
601225,陕西煤业,2023-07-03,2023-07-31
601229,上海银行,2023-07-03,2023-07-31
601236,红塔证券,2023-07-03,2023-07-31
601238,广汽集团,2023-07-03,2023-07-31
601288,农业银行,2023-07-03,2023-07-31
601318,中国平安,2023-07-03,2023-07-31
601319,中国人保,2023-07-03,2023-07-31
601328,交通银行,2023-07-03,2023-07-31
601336,新华保险,2023-07-03,2023-07-31
601360,三六零,2023-07-03,2023-07-31
601377,兴业证券,2023-07-03,2023-07-31
601390,中国中铁,2023-07-03,2023-07-31
601398,工商银行,2023-07-03,2023-07-31
601600,中国铝业,2023-07-03,2023-07-31
601601,中国太保,2023-07-03,2023-07-31
601607,上海医药,2023-07-03,2023-07-31
601615,明阳智能,2023-07-03,2023-07-31
601618,中国中冶,2023-07-03,2023-07-31
601628,中国人寿,2023-07-03,2023-07-31
601633,长城汽车,2023-07-03,2023-07-31
601658,邮储银行,2023-07-03,2023-07-31
601668,中国建筑,2023-07-03,2023-07-31
601669,中国电建,2023-07-03,2023-07-31
601688,华泰证券,2023-07-03,2023-07-31
601689,拓普集团,2023-07-03,2023-07-31
601698,中国卫通,2023-07-03,2023-07-31
601699,潞安环能,2023-07-03,2023-07-31
601728,中国电信,2023-07-03,2023-07-31
601766,中国中车,2023-07-03,2023-07-31
601788,光大证券,2023-07-03,2023-07-31
601799,星宇股份,2023-07-03,2023-07-31
601800,中国交建,2023-07-03,2023-07-31
601808,中海油服,2023-07-03,2023-07-31
601816,京沪高铁,2023-07-03,2023-07-31
601818,光大银行,2023-07-03,2023-07-31
601838,成都银行,2023-07-03,2023-07-31
601857,中国石油,2023-07-03,2023-07-31
601865,福莱特,2023-07-03,2023-07-31
601868,中国能建,2023-07-03,2023-07-31
601872,招商轮船,2023-07-03,2023-07-31
601877,正泰电器,2023-07-03,2023-07-31
601878,浙商证券,2023-07-03,2023-07-31
601881,中国银河,2023-07-03,2023-07-31
601888,中国中免,2023-07-03,2023-07-31
601898,中煤能源,2023-07-03,2023-07-31
601899,紫金矿业,2023-07-03,2023-07-31
601901,方正证券,2023-07-03,2023-07-31
601919,中远海控,2023-07-03,2023-07-31
601939,建设银行,2023-07-03,2023-07-31
601985,中国核电,2023-07-03,2023-07-31
601988,中国银行,2023-07-03,2023-07-31
601989,中国重工,2023-07-03,2023-07-31
601995,中金公司,2023-07-03,2023-07-31
601998,中信银行,2023-07-03,2023-07-31
603019,中科曙光,2023-07-03,2023-07-31
603185,弘元绿能,2023-07-03,2023-07-31
603195,公牛集团,2023-07-03,2023-07-31
603259,药明康德,2023-07-03,2023-07-31
603260,合盛硅业,2023-07-03,2023-07-31
603288,海天味业,2023-07-03,2023-07-31
603290,斯达半导,2023-07-03,2023-07-31
603369,今世缘,2023-07-03,2023-07-31
603392,万泰生物,2023-07-03,2023-07-31
603486,科沃斯,2023-07-03,2023-07-31
603501,韦尔股份,2023-07-03,2023-07-31
603659,璞泰来,2023-07-03,2023-07-31
603799,华友钴业,2023-07-03,2023-07-31
603806,福斯特,2023-07-03,2023-07-31
603833,欧派家居,2023-07-03,2023-07-31
603899,晨光股份,2023-07-03,2023-07-31
603986,兆易创新,2023-07-03,2023-07-31
603993,洛阳钼业,2023-07-03,2023-07-31
605117,德业股份,2023-07-03,2023-07-31
605499,东鹏饮料,2023-07-03,2023-07-31
688005,容百科技,2023-07-03,2023-07-31
688008,澜起科技,2023-07-03,2023-07-31
688012,中微公司,2023-07-03,2023-07-31
688036,传音控股,2023-07-03,2023-07-31
688065,凯赛生物,2023-07-03,2023-07-31
688111,金山办公,2023-07-03,2023-07-31
688126,沪硅产业,2023-07-03,2023-07-31
688187,时代电气,2023-07-03,2023-07-31
688223,晶科能源,2023-07-03,2023-07-31
688303,大全能源,2023-07-03,2023-07-31
688363,华熙生物,2023-07-03,2023-07-31
688396,华润微,2023-07-03,2023-07-31
